address,within_academy,#_of_academy_within,within_education_centres,#_of_education_centres_within,within_highschool,#_of_highschool_within,within_elementary school,#_of_elementary school_within,within_college,#_of_college_within,within_learning centre,#_of_learning centre_within,within_university,#_of_university_within,within_subway_station,#_of_subway_station_within,within_cemetery,#_of_cemetery_within,within_green_space,#_of_green_space_within
16-pritchard-avenue,0,0,1,4,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,10
11-foxley-street,0,0,1,2,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,12
20-wetherby-drive,0,0,0,0,1,1,1,4,0,0,0,0,0,0,0,0,0,0,1,6
96-foxridge-drive,1,1,1,1,0,0,1,3,0,0,0,0,0,0,0,0,1,2,1,4
15-ashbury-avenue,0,0,1,6,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,7
17-mcculley-street,0,0,1,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,5
36-bowan-court,0,0,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,1,9
725-midland-avenue,0,0,1,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,4
41-george-henry-boulevard,1,1,1,2,0,0,1,3,1,1,0,0,0,0,1,1,0,0,1,5
14-ashton-manor,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,4
88-clendenan-avenue,1,1,1,6,0,0,1,3,0,0,0,0,0,0,1,2,0,0,1,9
1-bethwin-place,0,0,1,3,0,0,1,2,0,0,0,0,0,0,0,0,1,1,1,3
8-jeff-drive,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,7
3-muirlands-drive,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,2
85-aylesworth-avenue,0,0,1,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,8
27-stonedene-boulevard,0,0,1,3,0,0,1,2,0,0,0,0,0,0,0,0,1,3,1,5
144-sweeney-drive,0,0,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3
166-banbury-road,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3
9-vermont-avenue,0,0,1,2,0,0,1,2,1,5,0,0,0,0,1,3,0,0,1,14
33-neapolitan-drive,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,4
5-allison-drive,1,1,1,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,5
17-bradshaw-avenue,0,0,1,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,4
82-jameson-avenue,0,0,1,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,12
41-ridge-hill-drive,0,0,1,5,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,12
476-dovercourt-road,1,1,1,2,1,1,1,4,0,0,0,0,0,0,1,1,0,0,1,8
25-pawnee-avenue,1,4,1,3,1,3,1,3,1,1,0,0,0,0,0,0,0,0,1,3
155-bedford-park-avenue,1,1,1,2,0,0,1,4,1,2,0,0,0,0,1,1,0,0,1,6
18-meadowacres-drive,1,2,1,5,0,0,1,2,1,1,0,0,0,0,0,0,0,0,1,6
6a-wychwood-park,0,0,1,1,0,0,1,2,1,2,0,0,0,0,1,1,0,0,1,14
100-warden-avenue,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6
1179-dovercourt-road,0,0,1,1,0,0,1,7,0,0,0,0,0,0,0,0,0,0,1,10
174-crocus-drive,0,0,1,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,5
20-colonial-avenue,0,0,0,0,1,1,1,3,0,0,0,0,0,0,0,0,1,1,1,8
184-park-home-avenue,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,5
117-roxborough-drive,0,0,1,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,9
121-hearst-circle,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,6
20-austrey-court,0,0,1,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,5
109-shropshire-drive,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
75-grenadier-road,1,1,1,3,1,1,1,5,0,0,0,0,0,0,0,0,0,0,1,6
20-north-drive,1,1,1,1,1,1,1,4,0,0,0,0,0,0,0,0,0,0,1,10
18-challenger-court,0,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1
5-fonthill-place,0,0,1,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,8
243-chine-drive,0,0,0,0,1,1,1,3,0,0,0,0,0,0,0,0,1,3,1,4
187-blantyre-avenue,0,0,0,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,7
12-crestridge-heights-road,0,0,1,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,4
18-crow-trail,1,1,1,4,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,6
85-glen-springs-drive,1,1,1,2,0,0,1,5,0,0,0,0,0,0,0,0,1,2,1,6
24-langholm-drive,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,5
34-sealstone-terrace,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,3
115-poplar-road,0,0,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,5
80-dalrymple-drive,0,0,1,4,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,11
6-kinnie-court,0,0,1,2,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,10
473-glenholme-avenue,0,0,1,5,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,6
11-nortonville-drive,0,0,1,1,0,0,1,6,1,1,0,0,0,0,0,0,0,0,1,3
72-meldazy-drive,1,1,1,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,4
56-tedford-drive,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,2
387-ellerslie-avenue,0,0,1,2,0,0,1,2,0,0,0,0,0,0,0,0,1,1,1,3
56-gilbert-avenue,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,1,1,1,8
204-tower-drive,0,0,1,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,3
339-cleveland-street,0,0,1,3,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,7
28-glenholme-avenue,0,0,1,2,0,0,1,7,1,2,0,0,0,0,0,0,0,0,1,11
15-windover-drive,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,3
27-sackville-place,0,0,1,1,0,0,1,4,1,1,0,0,0,0,0,0,1,2,1,16
31-greenwich-square,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,1,1,1,4
96-cowley-avenue,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
303-brookdale-avenue,1,1,1,1,0,0,1,2,1,1,0,0,0,0,0,0,0,0,1,4
24-purdon-drive,1,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,5
105-cedar-brae-boulevard,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,4
79-thistle-down-boulevard,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,4
62-glen-agar-drive,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
55-lambeth-square,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,2
21-beverly-glen-boulevard,1,3,0,0,1,3,1,4,0,0,0,0,0,0,0,0,0,0,1,5
45-corinne-cres,1,1,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,3
58-gladstone-avenue,0,0,1,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,12
42-smithwood-drive,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
15-evermede-drive,1,1,1,4,0,0,1,4,1,2,0,0,0,0,0,0,0,0,1,5
27-wyvern-road,0,0,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,1,8
73-shademaster-court,1,1,1,2,0,0,1,4,0,0,0,0,0,0,0,0,1,1,1,4
73-chestermere-boulevard,0,0,1,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,5
197-osler-street,0,0,1,3,0,0,1,4,1,1,0,0,0,0,0,0,0,0,1,14
36-knightsbridge-road,0,0,1,1,0,0,1,3,0,0,0,0,0,0,0,0,1,1,1,4
42-sam-frustaglio-drive,0,0,1,3,0,0,1,2,0,0,0,0,0,0,0,0,1,1,1,5
63-banbury-road,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,3
203-rumsey-road,0,0,1,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,4
23-vankirk-road,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,2
79-crayford-drive,1,4,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,2
60-overture-road,0,0,0,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,4
32-eastport-drive,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,5
166-douglas-drive,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,9
126-strathallan-boulevard,0,0,0,0,0,0,1,3,1,1,0,0,0,0,0,0,1,2,1,4
588-runnymede-road,1,1,1,5,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,8
11-del-ria-drive,0,0,1,2,0,0,1,4,1,1,0,0,0,0,0,0,0,0,1,7
14-duggan-avenue,1,2,1,3,0,0,1,1,1,1,0,0,0,0,1,2,1,1,1,6
98-redgrave-drive,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4
42-colonnade-road,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,5
40-elora-road,1,1,1,6,0,0,1,4,0,0,0,0,0,0,1,2,0,0,1,10
60-goskin-court,0,0,1,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,4
97-trinity-street,0,0,1,3,0,0,1,3,1,1,0,0,0,0,0,0,0,0,1,18
38-nymark-avenue,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,8
59-mossbank-drive,1,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,1
259-thistle-down-boulevard,0,0,1,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,6
37-dormington-drive,0,0,1,2,0,0,1,3,1,1,0,0,0,0,0,0,0,0,1,2
24-firthway-court,1,1,1,4,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,7
155-hillmount-avenue,0,0,1,1,0,0,1,3,0,0,0,0,0,0,1,2,0,0,1,9
68-routliffe-lane,1,1,1,3,1,2,1,2,0,0,0,0,0,0,0,0,0,0,1,5
29-superior-avenue,0,0,1,5,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,15
96-sonmore-drive,0,0,1,4,1,1,1,3,0,0,0,0,0,0,0,0,1,1,1,3
481-huntingwood-drive,0,0,1,1,0,0,1,3,1,1,0,0,0,0,0,0,0,0,1,4
113-summitcrest-drive,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,7
182-wintermute-boulevard,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,3
83-bartlett-avenue,0,0,1,2,1,1,1,4,0,0,0,0,0,0,1,2,0,0,1,10
92-celeste-drive,0,0,0,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,4
28-antioch-drive,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3
167-redwater-drive,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,4
91-edmonton-drive,0,0,1,2,1,1,1,5,0,0,0,0,0,0,0,0,0,0,1,6
117-janray-drive,1,1,1,2,0,0,1,6,0,0,0,0,0,0,0,0,0,0,1,4
162-wilmington-avenue,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
25-garnier-court,0,0,0,0,1,1,1,2,1,1,0,0,0,0,0,0,0,0,1,7
294-glenholme-avenue,0,0,1,4,0,0,1,4,1,1,0,0,0,0,0,0,0,0,1,5
43-par-avenue,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,1,3
21-fawnridge-trail,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,5
67-athabaska-avenue,1,2,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3
6-endicott-avenue,1,1,1,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,5
33-criscoe-street,0,0,1,4,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,10
1217-college-street,0,0,1,5,1,1,1,4,0,0,0,0,0,0,1,1,0,0,1,8
126-montgomery-avenue,1,1,1,4,1,2,1,2,1,1,0,0,0,0,1,1,0,0,1,8
546-brimley-road,0,0,0,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,6
147-burnhamthorpe-road,1,1,1,2,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,2
167-hanna-road,0,0,1,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,4
19-mayland-avenue,0,0,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6
44-massey-street,0,0,1,1,0,0,1,3,0,0,0,0,0,0,0,0,1,1,1,13
384-silverstone-drive,0,0,1,4,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,4
388-willowdale-avenue,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,11
40-carmichael-avenue,0,0,1,2,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,3
12-lyndhurst-court,1,1,1,1,0,0,1,1,1,4,0,0,0,0,1,2,0,0,1,14
42-sawmill-road,0,0,1,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,5
66-pleasant-view-drive,0,0,1,3,1,1,1,4,0,0,0,0,0,0,0,0,0,0,1,7
8-rosalie-avenue,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,6
56-cork-avenue,0,0,1,2,0,0,1,2,1,1,0,0,0,0,1,1,0,0,1,7
97-north-carson-street,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
86-cherrystone-drive,0,0,1,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,3
47-kingsdown-drive,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,8
9-chipstead-road,0,0,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,4
69-hearst-circle,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,6
171-jeffcoat-drive,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
29-cedar-springs-grove,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6
16-jeff-drive,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,7
38-parsell-square,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,2
2-emily-avenue,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,8
10-dumont-street,1,2,1,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,4
316-brookdale-avenue,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,5
531-northcliffe-boulevard,0,0,1,4,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,6
188-glencairn-avenue,0,0,1,1,0,0,1,3,1,1,0,0,0,0,0,0,0,0,1,9
33-brinloor-boulevard,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,1,1,3
117-hillhurst-boulevard,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,1,4,1,5
312-johnston-avenue,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,9
245-rustic-road,0,0,1,2,0,0,1,3,1,1,0,0,0,0,0,0,0,0,1,4
277-woburn-avenue,1,1,1,1,0,0,1,4,1,1,0,0,0,0,0,0,0,0,1,5
285-willard-avenue,1,1,1,3,0,0,1,4,0,0,0,0,0,0,1,2,0,0,1,12
53-castlebar-road,1,1,1,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,5
56-frances-avenue,0,0,1,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,11
44-nugent-road,0,0,1,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3
338-fairlawn-avenue,1,1,1,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,6
7-olsen-drive,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,3
297-joicey-boulevard,0,0,1,5,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,5
56-rossander-court,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,6
62-gloucester-grove,0,0,1,6,0,0,1,4,0,0,0,0,0,0,1,1,0,0,1,10
9-boxbury-road,0,0,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,4
119-maplewood-avenue,0,0,1,1,0,0,1,2,1,1,0,0,0,0,0,0,0,0,1,9
24-ridley-boulevard,0,0,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,1,5
5-jasmine-road,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,3
163-south-edgely-avenue,0,0,1,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,6
24-vernon-road,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,4
44-chryessa-avenue,0,0,1,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,13
533-runnymede-road,1,1,1,4,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,7
228-strathallan-wood,0,0,1,6,1,1,1,1,0,0,0,0,0,0,0,0,1,4,1,8
45-astoria-avenue,0,0,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,6
15-joyce-parkway,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,5
61-humber-trail,1,1,1,2,0,0,1,4,0,0,0,0,0,0,1,2,0,0,1,11
163-gladstone-avenue,0,0,1,2,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,9
370-runnymede-road,1,1,1,7,0,0,1,5,0,0,0,0,0,0,1,2,0,0,1,9
326-kennedy-avenue,1,1,1,6,0,0,1,5,0,0,0,0,0,0,1,2,0,0,1,10
45-somerdale-square,0,0,1,1,1,1,1,2,0,0,1,1,0,0,0,0,0,0,1,7
57-parkhurst-boulevard,0,0,1,4,1,1,1,2,0,0,0,0,0,0,0,0,1,1,1,4
15-conifer-drive,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,4
49-jardine-place,0,0,1,4,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,2
49-bonniewood-road,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,4
155-times-road,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,1,0,0,1,8
74-dewey-drive,0,0,1,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,3
79-bertha-avenue,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,1,6
895-brimorton-drive,1,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,5
29-whiterock-drive,0,0,1,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,5
74-bonspiel-drive,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,4
10-larwood-boulevard,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,1,1,1,4
255-searle-avenue,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,5
17-hamptonbrook-drive,0,0,1,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,6
6-doncliffe-drive,0,0,1,1,0,0,1,2,1,1,0,0,0,0,0,0,0,0,1,8
14-ingleside-drive,0,0,1,1,1,2,1,1,0,0,0,0,0,0,0,0,1,1,1,3
28-fifeshire-road,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,7
10-rutland-street,0,0,1,2,0,0,1,3,0,0,0,0,0,0,0,0,1,1,1,10
4-weybridge-court,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
7-shellamwood-trail,0,0,1,1,1,2,1,3,1,2,0,0,0,0,0,0,0,0,1,3
23-usherwood-court,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,5
1-hillborn-avenue,0,0,1,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,10
8-mango-drive,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,6
214-patricia-avenue,0,0,1,2,1,5,1,2,0,0,0,0,0,0,0,0,0,0,1,3
86-corinthian-boulevard,1,1,1,6,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,3
33-midland-avenue,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,1,6
35-wyvern-road,0,0,1,1,0,0,1,2,1,1,0,0,0,0,0,0,0,0,1,7
3-strathdee-drive,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,8
22-portland-street,0,0,1,5,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,19
36-viewmount-avenue,0,0,1,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,9
258-mckee-avenue,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,5
9-bradley-avenue,0,0,1,5,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,9
9-balcarra-avenue,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,3
26-isaac-devins-boulevard,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,3
89-fishery-road,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,1,1,5
45-whitfield-avenue,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,6
20-north-heights-road,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2
30-humheller-road,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,4
71-redwater-drive,0,0,1,1,0,0,1,2,0,0,1,1,0,0,0,0,0,0,1,5
210-dairy-drive,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,1,0,0,1,8
262-palmerston-avenue,0,0,1,6,0,0,1,6,0,0,0,0,0,0,0,0,0,0,1,9
233-david-dunlap-circle,0,0,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2
119-orleans-drive,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,6
18-elkpath-avenue,0,0,1,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,4
204-confederation-drive,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,3
72-crescent-road,1,1,1,2,0,0,1,2,0,0,0,0,0,0,1,3,0,0,1,16
386-glengarry-avenue,1,1,1,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,9
48-catalina-drive,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,1,3
49-glengarry-avenue,0,0,1,1,0,0,1,5,1,2,0,0,0,0,1,1,0,0,1,8
299-indian-road,1,1,1,2,1,1,1,3,0,0,0,0,0,0,1,2,0,0,1,3
210-richview-avenue,0,0,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,7
70-glendonwynne-road,1,1,1,6,0,0,1,4,0,0,0,0,0,0,1,1,0,0,1,11
171-harvie-avenue,0,0,1,1,0,0,1,4,1,1,0,0,0,0,0,0,1,1,1,6
92-north-carson-street,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
65-elmhurst-drive,1,1,1,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,7
46-parfield-drive,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,1,0,0,1,1
37-bell-estate-road,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,1,0,0,1,8
7-thorn-lane,1,1,1,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6
90-snider-avenue,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,4
101-allenby-avenue,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
18-birdsilver-gardens,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,4
326-soudan-avenue,0,0,1,4,1,2,1,1,1,1,0,0,0,0,0,0,0,0,1,8
95-tamworth-road,1,2,1,1,1,3,1,2,1,1,0,0,0,0,1,2,1,3,1,18
16-rollingwood-drive,0,0,1,2,0,0,1,1,1,1,0,0,0,0,0,0,1,2,1,5
9-summer-drive,0,0,1,2,0,0,1,3,0,0,0,0,0,0,0,0,1,1,1,1
51-munhall-road,0,0,1,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,7
57-alpaca-drive,0,0,1,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,4
11-urban-court,1,1,1,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,6
300-wellesworth-drive,0,0,1,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,4
789-manning-avenue,0,0,1,3,0,0,1,3,1,4,0,0,0,0,1,2,0,0,1,14
21-ayre-point-road,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,5
954-millwood-road,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2
53-bellefontaine-street,1,1,1,2,1,1,1,1,1,2,0,0,0,0,0,0,0,0,1,4
57-renown-road,1,1,1,2,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,4
728-balliol-street,0,0,1,3,0,0,1,2,0,0,0,0,0,0,0,0,1,1,1,6
151-wanless-avenue,0,0,0,0,0,0,1,2,1,1,0,0,0,0,1,1,0,0,1,6
79-eastville-avenue,1,1,0,0,1,1,1,3,0,0,0,0,0,0,0,0,1,1,1,5
46-hawksbury-drive,0,0,1,3,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,10
443-st-germain-avenue,1,1,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6
11-ravenrock-court,0,0,1,1,0,0,1,4,1,1,0,0,0,0,0,0,0,0,1,3
39-charles-tupper-drive,0,0,1,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,5
16-kestell-lane,1,1,1,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,5
18-burnside-drive,0,0,1,1,0,0,1,2,1,2,0,0,0,0,1,1,0,0,1,16
16-kenridge-avenue,1,1,1,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,7
23-flanders-road,0,0,1,5,0,0,1,2,0,0,0,0,0,0,1,1,0,0,1,8
246-danzig-street,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,3
365-keewatin-avenue,0,0,1,1,1,2,1,3,0,0,0,0,0,0,0,0,0,0,1,8
10-paulander-avenue,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,3
69-marchmount-road,0,0,1,1,0,0,1,6,0,0,0,0,0,0,0,0,0,0,1,9
58-hanna-road,0,0,1,2,1,1,1,3,0,0,0,0,0,0,0,0,1,1,1,6
21-alhambra-avenue,1,1,1,2,1,1,1,4,0,0,0,0,0,0,1,2,0,0,1,6
21-marianfeld-avenue,1,1,1,1,0,0,1,2,1,1,0,0,0,0,0,0,0,0,1,5
402-douglas-avenue,1,2,1,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,10
140-bestview-drive,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,4
132-earlton-road,0,0,1,2,0,0,1,2,1,1,0,0,0,0,0,0,0,0,1,4
