address,within_academy,#_of_academy_within,within_education_centres,#_of_education_centres_within,within_highschool,#_of_highschool_within,within_elementary school,#_of_elementary school_within,within_college,#_of_college_within,within_learning centre,#_of_learning centre_within,within_university,#_of_university_within,within_subway_station,#_of_subway_station_within,within_cemetery,#_of_cemetery_within,within_green_space,#_of_green_space_within
146-queens-avenue,0,0,1,3,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,6
36-glen-everest-road,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,7
2-ares-court,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,4
145-blackthorn-avenue,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,1,8
625-glenholme-avenue,0,0,1,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,5
53-perthshire-street,1,1,1,1,1,2,1,2,0,0,0,0,0,0,0,0,0,0,1,3
325-hollyberry-trail,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1
209-raglan-avenue,0,0,1,1,1,1,1,2,1,1,0,0,0,0,1,1,0,0,1,12
82-crockamhill-drive,1,1,0,0,1,2,1,3,1,2,0,0,0,0,0,0,0,0,1,4
133-helendale-avenue,1,2,1,4,1,3,1,3,1,1,0,0,0,0,1,1,0,0,1,8
7-charlemagne-drive,0,0,0,0,1,3,1,1,1,1,0,0,0,0,0,0,1,1,1,13
5-ainsley-gardens,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
8-brumell-avenue,0,0,1,3,0,0,1,4,0,0,0,0,0,0,1,2,0,0,1,8
317-huntsmill-boulevard,1,2,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,2
52-fieldside-drive,1,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,3
255-mcnicoll-avenue,0,0,1,2,0,0,1,1,1,1,0,0,0,0,0,0,1,2,1,5
84-vanevery-street,0,0,1,6,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,7
89-blaisdale-road,0,0,1,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,3
201-strathearn-road,0,0,1,6,0,0,1,2,0,0,0,0,0,0,1,1,0,0,1,9
34-stagecoach-circle,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,5
211-snowdon-avenue,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,4
25-borden-street,0,0,1,5,0,0,1,4,1,1,0,0,0,0,0,0,0,0,1,12
41-oates-drive,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,1,0,0,1,6
150-essex-street,0,0,1,2,0,0,1,5,0,0,0,0,0,0,1,2,0,0,1,12
6-sulkara-court,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
247-belgravia-avenue,0,0,1,2,0,0,1,4,0,0,0,0,0,0,0,0,1,1,1,5
7-martini-drive,0,0,1,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,8
126-fairlawn-avenue,0,0,1,2,0,0,1,3,1,1,0,0,0,0,1,1,0,0,1,5
51-acton-avenue,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
61-skylark-road,0,0,1,5,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,9
9-equestrian-court,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4
373-morningside-avenue,0,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,2
127-morningside-avenue,0,0,1,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,6
142-westbourne-avenue,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,1,1,4
16-peking-road,0,0,1,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,4
58-brock-avenue,0,0,1,3,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,12
57-walwyn-avenue,0,0,1,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,7
15b-owen-drive,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
473-rimilton-avenue,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3
33a-medford-avenue,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,6
2-walder-avenue,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,8
12-shaver-court,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
57-brian-drive,1,1,1,7,1,2,1,4,1,1,0,0,0,0,0,0,0,0,1,9
89-cordella-avenue,0,0,1,4,1,1,1,4,0,0,0,0,0,0,0,0,0,0,1,9
40-acton-avenue,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
101-seaton-street,0,0,1,2,0,0,1,5,1,1,0,0,0,0,0,0,0,0,1,19
43-uxbridge-avenue,0,0,1,3,0,0,1,6,1,1,0,0,0,0,0,0,0,0,1,13
69-thornbeck-drive,1,1,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,1,2
93-milford-haven-drive,1,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,4
501-huntingwood-drive,0,0,0,0,0,0,1,4,1,1,0,0,0,0,0,0,0,0,1,2
20-superior-creek-lane,0,0,1,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,6
12-samba-drive,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,1,4
81-baylawn-drive,1,1,1,1,1,1,1,3,1,2,0,0,0,0,0,0,0,0,1,5
1-bellwoods-park,0,0,1,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,11
15-moraine-hill-drive,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,3
391-royal-york-road,0,0,1,5,0,0,1,2,1,1,0,0,0,0,0,0,1,1,1,8
87-peterborough-avenue,0,0,0,0,0,0,1,4,1,2,0,0,0,0,0,0,1,1,1,11
40-van-stassen-boulevard,0,0,1,4,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,9
91-monterrey-drive,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6
332-st-germain-avenue,1,1,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,5
22-khedive-avenue,1,1,1,7,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,5
62-singleton-road,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,4
82-bellevue-avenue,1,1,1,5,0,0,1,4,1,1,0,0,0,0,0,0,0,0,1,11
76-stanley-terrace,0,0,1,2,0,0,1,4,0,0,0,0,0,0,0,0,1,1,1,11
15-park-street,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,4
26-fulham-drive,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,4
25-castlewood-road,0,0,1,1,1,1,1,4,0,0,0,0,0,0,0,0,1,4,1,5
5-woodenhill-court,0,0,1,1,0,0,1,3,0,0,0,0,0,0,0,0,1,2,1,5
26a-scarlett-road,0,0,1,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,11
22-elkpath-avenue,0,0,1,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,5
242-beechgrove-drive,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,5
84-sutherland-drive,0,0,1,1,0,0,1,3,0,0,0,0,0,0,0,0,1,1,1,8
88-bards-walkway,1,1,1,6,1,1,1,2,1,1,0,0,0,0,0,0,0,0,1,9
2621-bayview-avenue,0,0,1,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,6
397-parkside-drive,1,1,1,2,1,1,1,3,0,0,0,0,0,0,1,3,0,0,1,1
255-claremont-street,0,0,1,4,0,0,1,7,0,0,0,0,0,0,0,0,0,0,1,7
486-roxton-road,1,1,1,4,1,1,1,5,0,0,0,0,0,0,1,2,0,0,1,10
3207-weston-road,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,4
5-keywest-avenue,0,0,1,2,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,5
26-odoardo-di-santo-circle,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,3
164-spenvalley-drive,0,0,1,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,7
44-hilldale-road,0,0,1,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,8
49-belsize-drive,1,2,1,5,1,2,1,1,1,2,0,0,0,0,1,2,1,1,1,8
482-clinton-street,0,0,1,4,0,0,1,4,1,4,0,0,0,0,1,3,0,0,1,13
29-codsell-avenue,0,0,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,8
59-bornholm-drive,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3
39-gerigs-street,0,0,1,1,0,0,1,2,0,0,0,0,0,0,1,1,0,0,1,6
44-gilmour-avenue,1,1,1,6,0,0,1,4,0,0,0,0,0,0,1,1,0,0,1,9
178-caribou-road,1,1,1,8,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,4
291-downsview-park-boulevard,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,1,2
1-mccowan-road,1,1,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,3
28-westholme-avenue,1,1,1,4,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,7
3208-danforth-avenue,1,1,1,1,0,0,1,3,0,0,0,0,0,0,1,1,0,0,1,9
60-glenlake-avenue,1,1,1,4,1,1,1,6,1,1,0,0,0,0,1,2,0,0,1,9
203-verobeach-boulevard,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,3
87-wimbleton-road,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,10
3-shamrock-avenue,1,1,1,3,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,9
138-botany-hill-road,1,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,4
33-luverne-avenue,1,1,1,4,0,0,1,2,0,0,0,0,0,0,1,1,0,0,1,6
125-kane-avenue,0,0,1,2,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,7
16-whitaker-avenue,0,0,1,3,1,1,1,3,0,0,0,0,0,0,0,0,1,1,1,14
57-margueretta-street,0,0,1,5,1,1,1,4,0,0,0,0,0,0,1,2,0,0,1,9
131-maple-leaf-drive,0,0,1,2,0,0,1,3,1,1,0,0,0,0,0,0,0,0,1,7
1487-danforth-road,1,1,1,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,6
7-colonial-avenue,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,7
1-torrington-drive,0,0,1,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,3
58-eleventh-street,0,0,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,9
88-dumont-street,1,2,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2
43-linelle-street,1,1,1,2,1,4,1,1,1,1,0,0,0,0,1,1,1,2,1,10
97-halfmoon-square,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,4
116-auburn-avenue,0,0,0,0,0,0,1,4,1,2,0,0,0,0,0,0,1,1,1,9
78-de-quincy-boulevard,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
140-sherwood-avenue,1,1,1,4,1,2,1,5,0,0,0,0,0,0,0,0,0,0,1,7
18-larchwood-road,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2
38-greendowns-drive,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,6
57-watson-street,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,1,1,8
378-delaware-avenue,0,0,1,1,1,1,1,6,0,0,0,0,0,0,1,2,0,0,1,10
87-superior-avenue,0,0,1,7,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,12
251-crawford-street,0,0,1,2,0,0,1,8,0,0,0,0,0,0,0,0,0,0,1,9
191-benjamin-boake-trail,0,0,1,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,8
18-cottingham-road,1,1,1,3,0,0,1,3,1,2,0,0,0,0,1,2,0,0,1,20
8-chalet-road,0,0,1,5,1,1,1,4,0,0,0,0,0,0,0,0,0,0,1,4
39-harnworth-drive,0,0,1,3,0,0,1,3,0,0,0,0,0,0,0,0,1,1,1,3
66-leitch-avenue,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,6
17-raymond-avenue,0,0,1,3,0,0,1,4,0,0,0,0,0,0,1,1,0,0,1,6
581-soudan-avenue,0,0,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,7
36-wascana-avenue,0,0,1,5,0,0,1,3,1,1,0,0,0,0,0,0,0,0,1,21
11-monkton-avenue,0,0,1,3,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,9
100-norseman-street,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,5
60-bicknell-avenue,0,0,1,3,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,7
316-arlington-avenue,0,0,1,5,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,10
74-lowry-square,1,1,1,1,0,0,1,6,0,0,0,0,0,0,0,0,0,0,1,4
4-garrow-avenue,0,0,1,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,9
21-brule-gardens,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,12
496-atlas-avenue,0,0,1,6,0,0,1,4,0,0,0,0,0,0,1,1,0,0,1,8
1a-greendale-avenue,0,0,1,2,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,6
56-valdor-drive,1,1,1,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,1
31-westover-hill-road,0,0,1,6,0,0,1,2,0,0,0,0,0,0,1,1,0,0,1,8
939-mount-pleasant-road,0,0,1,4,1,3,1,5,0,0,0,0,0,0,0,0,0,0,1,8
25-sagebrush-lane,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,6
52-dorset-road,1,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,7
613-soudan-avenue,0,0,1,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,8
263-hillmount-avenue,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,0,0,1,8
98-cornell-avenue,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
58-colin-avenue,1,2,1,3,1,1,0,0,1,2,0,0,0,0,1,2,0,0,1,6
65-blackfriar-avenue,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,4
136-montrose-avenue,1,1,1,4,0,0,1,7,0,0,0,0,0,0,0,0,0,0,1,10
114-elise-terrace,0,0,1,3,0,0,1,2,0,0,0,0,0,0,0,0,1,3,1,2
59-treetops-court,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,1,1
27-valecrest-drive,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,8
12-prospect-street,0,0,1,4,0,0,1,6,1,3,0,0,0,0,1,2,1,1,1,14
17-applebaum-terrace,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,5
151-earlsdale-avenue,0,0,1,4,0,0,1,5,1,1,0,0,0,0,0,0,0,0,1,6
92-yorkleigh-avenue,0,0,1,3,0,0,1,1,0,0,0,0,0,0,0,0,1,3,1,5
234-old-weston-road,0,0,1,3,0,0,1,5,1,1,0,0,0,0,0,0,0,0,1,12
41-greybeaver-trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
21-cotton-avenue,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,5
175-oakwood-avenue,0,0,1,2,0,0,1,5,1,2,0,0,0,0,0,0,0,0,1,6
227-major-street,1,1,1,6,0,0,1,4,1,4,0,0,0,0,1,4,0,0,1,17
44-purcell-square,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3
9-chryessa-avenue,0,0,1,2,0,0,1,3,1,1,0,0,0,0,1,2,0,0,1,9
43-buena-vista-avenue,1,3,1,1,1,2,1,2,1,2,0,0,0,0,0,0,0,0,1,4
8-sunburst-square,1,1,1,2,0,0,1,3,0,0,0,0,0,0,0,0,1,1,1,3
193-prescott-avenue,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,1,8
38-lysander-court,1,1,1,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,4
105-kildonan-drive,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,9
17-radway-avenue,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,8
27-pebblehill-square,0,0,1,2,1,2,1,6,1,2,0,0,0,0,0,0,0,0,1,4
5-grenadier-heights,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6
145-david-dunlap-circle,0,0,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1
38-muir-drive,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,1,1,1,4
74-bowring-walk,0,0,1,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,5
135-rodda-boulevard,0,0,1,1,0,0,1,3,0,0,0,0,0,0,0,0,1,2,1,3
71-sandyhook-square,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3
25-armour-boulevard,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,3
7-beatrice-street,0,0,1,2,0,0,1,7,0,0,0,0,0,0,0,0,0,0,1,9
67-golfdown-drive,1,1,1,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,5
32-vernon-road,1,1,1,1,0,0,1,2,0,0,0,0,0,0,0,0,1,1,1,1
44-exmoor-drive,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
628-staines-road,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,5
5-twinflower-court,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,13
246-osler-street,0,0,1,3,0,0,1,5,1,1,0,0,0,0,0,0,0,0,1,14
81-major-street,1,2,1,7,0,0,1,3,1,1,0,0,1,1,1,1,0,0,1,13
357-greer-road,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,2
50-yore-road,0,0,1,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,7
100a-bedford-park-avenue,0,0,1,2,0,0,1,5,1,2,0,0,0,0,1,1,0,0,1,8
68-cliveden-avenue,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,8
383-elm-road,1,1,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,3
84-walker-avenue,0,0,1,3,0,0,1,3,1,1,0,0,0,0,1,2,1,1,1,16
16-day-avenue,0,0,1,1,0,0,1,3,1,2,0,0,0,0,0,0,1,1,1,4
180-harlandale-avenue,0,0,1,3,1,1,1,1,1,1,0,0,0,0,0,0,1,2,1,9
298-roxton-road,1,1,1,3,0,0,1,6,0,0,0,0,0,0,1,2,0,0,1,11
20-denver-place,1,1,1,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,4
3-berry-creek-drive,1,1,1,2,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,3
106-stagecoach-circle,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,5
5-northglen-avenue,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
205-tavistock-road,0,0,1,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,6
14-fredrick-mowat-lane,0,0,1,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,8
134-geoffrey-street,1,1,1,2,1,1,1,5,0,0,0,0,0,0,0,0,0,0,1,5
159-darlingside-drive,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6
203-centennial-road,0,0,1,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,4
1-tewsley-place,0,0,1,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,6
24-fermoy-road,1,1,0,0,1,1,1,3,0,0,0,0,0,0,0,0,1,2,1,4
200-seaton-street,0,0,1,4,1,1,1,4,1,2,0,0,0,0,0,0,0,0,1,13
24-hagley-road,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,1,2,1,4
330-rumsey-road,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,3
24-garthdale-court,1,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,4
26b-coates-avenue,0,0,1,6,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,8
142-fallingbrook-road,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,7
104-shelborne-avenue,1,1,1,8,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,7
20-elderwood-drive,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,8
121-burbank-drive,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,5
342-patricia-avenue,0,0,1,2,0,0,1,3,0,0,1,1,0,0,0,0,1,2,1,3
10-pipestone-place,1,1,1,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,6
20-hinton-road,1,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,12
181-dowling-avenue,0,0,1,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,13
9-southill-drive,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,4
71-snowy-owl-way,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,5
16-heavitree-drive,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,8
9-rambler-place,0,0,1,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,5
39-goldene-way,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,6
387-winnett-avenue,0,0,1,6,0,0,1,3,0,0,0,0,0,0,1,1,0,0,1,7
358-brock-avenue,0,0,1,5,1,1,1,3,0,0,0,0,0,0,1,2,0,0,1,8
13-asa-mews,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1
2-birkdale-road,1,1,1,1,0,0,1,2,1,1,0,0,0,0,0,0,0,0,1,3
6-nelson-street,0,0,1,1,0,0,1,1,0,0,0,0,1,7,1,5,0,0,1,11
13-berl-avenue,0,0,1,3,0,0,1,1,1,2,0,0,0,0,0,0,0,0,1,11
15-rutherford-avenue,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
432-concord-avenue,0,0,1,1,1,1,1,6,0,0,0,0,0,0,1,2,0,0,1,8
124-glengarry-avenue,1,1,1,1,0,0,1,4,1,1,0,0,0,0,1,1,0,0,1,7
22-snowood-court,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3
1335-dupont-street,0,0,0,0,0,0,1,6,1,1,0,0,0,0,1,1,0,0,1,13
247-blackthorn-avenue,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,1,9
214-john-tabor-trail,1,2,1,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,3
19-neilson-avenue,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,6
153-fairview-avenue,1,1,1,4,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,8
25-saywell-avenue,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,5
271-downsview-park-boulevard,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,1,1,1,2
132-groton-street,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3
3-concord-avenue,1,1,1,3,1,1,1,4,0,0,0,0,0,0,1,1,0,0,1,11
195-sloane-avenue,0,0,1,1,0,0,1,3,0,0,0,0,0,0,0,0,1,1,1,3
136-raponi-circle,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,9
48-allenby-avenue,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
543-roxton-road,1,1,1,4,0,0,1,4,0,0,0,0,0,0,1,2,0,0,1,9
91-westcroft-drive,0,0,1,1,0,0,1,3,0,0,0,0,0,0,0,0,1,1,1,3
39-orchard-park-drive,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,1,6
216-beatrice-street,1,1,1,5,0,0,1,6,0,0,0,0,0,0,1,1,0,0,1,11
29-lilian-drive,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,1,1,2
27-canzone-drive,1,2,1,2,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,1
215-winnett-avenue,0,0,1,7,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,9
4-conference-boulevard,0,0,1,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,5
391-rathburn-road,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2
59-varsity-road,0,0,1,4,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,9
35-flook-lane,1,1,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,8
10-janray-drive,1,1,1,3,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,3
152-strathearn-road,0,0,1,6,0,0,1,2,0,0,0,0,0,0,1,1,0,0,1,8
475-beresford-avenue,1,1,1,5,0,0,1,7,0,0,0,0,0,0,1,1,0,0,1,8
33-sevenoaks-avenue,1,1,1,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6
224-cameron-avenue,0,0,1,2,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,11
315-blantyre-avenue,0,0,1,1,1,1,1,4,0,0,0,0,0,0,0,0,0,0,1,10
10-malabar-place,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,10
78-banbury-road,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,2
75-scarborough-heights-boulevard,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,5
20-carhartt-street,1,1,1,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,5
91-kalmar-avenue,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,8
72-cynthia-road,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,9
6-allan-park-road,0,0,1,2,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,10
62-tranby-avenue,1,2,1,7,0,0,1,3,0,0,0,0,0,0,1,6,0,0,1,22
100-spring-forest-square,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,1,1,0,0
1-wingate-place,0,0,1,1,1,1,1,2,0,0,0,0,0,0,0,0,1,4,1,6
8-latton-road,0,0,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,5
92-superior-avenue,0,0,1,7,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,12
96-picola-court,1,3,1,3,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,2
3-lynndale-road,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,7
303-indian-grove,1,1,1,3,0,0,1,4,1,1,0,0,0,0,1,3,0,0,1,7
244-hallmark-avenue,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3
193-raleigh-avenue,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,6
60-harold-street,0,0,1,4,0,0,1,2,1,1,0,0,0,0,0,0,1,1,1,7
